Tipo Cinfig. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Costo Mensile
3 selettive più casse a file condivisa, 5, martedì, "[00:00:08; 00:00:09]", "[1.162376; 1.174793]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -462314.000000
3 selettive più casse a file condivisa, 5, mercoledì, "[00:00:10; 00:00:11]", "[1.195708; 1.208674]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -489992.000000
3 selettive più casse a file condivisa, 5, giovedì, "[00:00:10; 00:00:11]", "[1.188553; 1.200906]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -487622.000000
3 selettive più casse a file condivisa, 5, venerdì, "[00:00:09; 00:00:10]", "[1.179084; 1.191459]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -483770.000000
3 selettive più casse a file condivisa, 5, sabato, "[00:00:08; 00:00:09]", "[1.159636; 1.172188]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -454328.000000
3 selettive più casse a file condivisa, 5, domenica, "[00:00:07; 00:00:08]", "[1.143677; 1.156372]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -417926.000000
3 selettive più casse a file condivisa, 6, lunedì, "[00:00:10; 00:00:11]", "[1.187424; 1.199927]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -477972.000000
3 selettive più casse a file condivisa, 6, martedì, "[00:00:08; 00:00:09]", "[1.162376; 1.174793]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -459714.000000
3 selettive più casse a file condivisa, 6, mercoledì, "[00:00:10; 00:00:11]", "[1.195708; 1.208674]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -487392.000000
3 selettive più casse a file condivisa, 6, giovedì, "[00:00:10; 00:00:11]", "[1.188553; 1.200906]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -485022.000000
3 selettive più casse a file condivisa, 6, venerdì, "[00:00:09; 00:00:10]", "[1.179084; 1.191459]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -481170.000000
3 selettive più casse a file condivisa, 6, sabato, "[00:00:08; 00:00:09]", "[1.159636; 1.172188]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -451728.000000
3 selettive più casse a file condivisa, 6, domenica, "[00:00:07; 00:00:08]", "[1.143677; 1.156372]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -415326.000000
3 selettive più casse a file condivisa, 7, lunedì, "[00:00:08; 00:00:09]", "[1.143156; 1.153942]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -475372.000000
3 selettive più casse a file condivisa, 7, martedì, "[00:00:07; 00:00:08]", "[1.122098; 1.132360]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -457114.000000
3 selettive più casse a file condivisa, 7, mercoledì, "[00:00:09; 00:00:10]", "[1.149700; 1.160521]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -484792.000000
3 selettive più casse a file condivisa, 7, giovedì, "[00:00:08; 00:00:09]", "[1.144447; 1.154738]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -482422.000000
3 selettive più casse a file condivisa, 7, venerdì, "[00:00:08; 00:00:09]", "[1.136439; 1.146783]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -478570.000000
3 selettive più casse a file condivisa, 7, sabato, "[00:00:07; 00:00:08]", "[1.120325; 1.131278]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -449128.000000
3 selettive più casse a file condivisa, 7, domenica, "[00:00:06; 00:00:07]", "[1.108065; 1.119197]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -412726.000000
1 selettiva (leggera) più casse a fila condivisa, 1, lunedì, "[00:06:24; 00:06:30]", "[10.044246; 10.258125]", "[00:00:21; 00:01:18]", "[1654.053392; 1708.246608]", "[4084.800716; 4141.399284]", 10, 1134683.000000
1 selettiva (leggera) più casse a fila condivisa, 1, martedì, "[00:06:23; 00:06:28]", "[9.862498; 10.058687]", "[00:00:17; 00:01:04]", "[1524.934660; 1574.565340]", "[3934.155351; 3987.744649]", 10, 1051278.500000
1 selettiva (leggera) più casse a fila condivisa, 1, mercoledì, "[00:06:27; 00:06:32]", "[10.222725; 10.404781]", "[00:00:14; 00:00:54]", "[1728.282897; 1786.917103]", "[4162.401890; 4220.798110]", 10, 1182908.000000
1 selettiva (leggera) più casse a fila condivisa, 1, giovedì, "[00:06:25; 00:06:31]", "[10.220388; 10.426063]", "[00:00:23; 00:01:25]", "[1698.498234; 1752.701766]", "[4144.265548; 4199.434452]", 10, 1163115.500000
1 selettiva (leggera) più casse a fila condivisa, 1, venerdì, "[00:06:26; 00:06:32]", "[10.212862; 10.418354]", "[00:00:22; 00:01:24]", "[1663.783938; 1716.516062]", "[4112.035630; 4167.464370]", 10, 1140882.500000
1 selettiva (leggera) più casse a fila condivisa, 1, sabato, "[00:06:18; 00:06:23]", "[9.692870; 9.885017]", "[00:00:16; 00:01:01]", "[1475.241516; 1528.458484]", "[3869.193558; 3919.606442]", 10, 1020542.000000
1 selettiva (leggera) più casse a fila condivisa, 1, domenica, "[00:06:10; 00:06:17]", "[9.106346; 9.327387]", "[00:00:28; 00:01:46]", "[1277.480440; 1330.219560]", "[3561.404015; 3620.695985]", 10, 892641.500000
1 selettiva (leggera) più casse a fila condivisa, 2, lunedì, "[00:04:34; 00:04:40]", "[7.540005; 7.717190]", "[00:00:25; 00:01:33]", "[909.855720; 958.744280]", "[4084.800716; 4141.399284]", 10, 565780.000000
1 selettiva (leggera) più casse a fila condivisa, 2, martedì, "[00:04:28; 00:04:33]", "[7.320754; 7.470711]", "[00:00:20; 00:01:16]", "[782.687751; 833.812249]", "[3934.155351; 3987.744649]", 10, 490150.000000
1 selettiva (leggera) più casse a fila condivisa, 2, mercoledì, "[00:04:38; 00:04:44]", "[7.687984; 7.863215]", "[00:00:30; 00:01:50]", "[976.272396; 1024.327604]", "[4162.401890; 4220.798110]", 10, 605380.000000
1 selettiva (leggera) più casse a fila condivisa, 2, giovedì, "[00:04:41; 00:04:46]", "[7.746739; 7.905550]", "[00:00:17; 00:01:06]", "[941.884936; 991.115064]", "[4144.265548; 4199.434452]", 10, 585100.000000
1 selettiva (leggera) più casse a fila condivisa, 2, venerdì, "[00:04:41; 00:04:46]", "[7.745336; 7.884013]", "[00:00:14; 00:00:54]", "[908.471897; 957.828103]", "[4112.035630; 4167.464370]", 10, 565090.000000
1 selettiva (leggera) più casse a fila condivisa, 2, sabato, "[00:04:19; 00:04:24]", "[7.126765; 7.259453]", "[00:00:17; 00:01:04]", "[754.835555; 803.664445]", "[3869.193558; 3919.606442]", 10, 472750.000000
1 selettiva (leggera) più casse a fila condivisa, 2, domenica, "[00:03:52; 00:04:00]", "[6.420434; 6.600549]", "[00:00:34; 00:02:05]", "[620.034296; 664.165704]", "[3561.404015; 3620.695985]", 10, 282728.500000
1 selettiva (leggera) più casse a fila condivisa, 3, lunedì, "[00:02:28; 00:02:36]", "[4.564623; 4.774266]", "[00:00:44; 00:02:45]", "[302.285192; 346.914808]", "[4084.800716; 4141.399284]", 10, -44226.000000
1 selettiva (leggera) più casse a fila condivisa, 3, martedì, "[00:02:17; 00:02:26]", "[4.259224; 4.500483]", "[00:00:59; 00:03:38]", "[214.525744; 253.574256]", "[3934.155351; 3987.744649]", 10, -89427.000000
1 selettiva (leggera) più casse a fila condivisa, 3, mercoledì, "[00:02:40; 00:02:49]", "[4.896568; 5.122991]", "[00:00:47; 00:02:55]", "[342.724998; 387.675002]", "[4162.401890; 4220.798110]", 10, -24576.000000
1 selettiva (leggera) più casse a fila condivisa, 3, giovedì, "[00:02:36; 00:02:43]", "[4.757880; 4.956787]", "[00:00:38; 00:02:23]", "[307.331958; 348.968042]", "[4144.265548; 4199.434452]", 10, -45621.000000
1 selettiva (leggera) più casse a fila condivisa, 3, venerdì, "[00:02:32; 00:02:41]", "[4.658237; 4.888408]", "[00:00:51; 00:03:11]", "[268.213731; 309.286269]", "[4112.035630; 4167.464370]", 10, -67335.000000
1 selettiva (leggera) più casse a fila condivisa, 3, sabato, "[00:02:14; 00:02:24]", "[4.190623; 4.441103]", "[00:00:58; 00:03:34]", "[204.136550; 239.163450]", "[3869.193558; 3919.606442]", 10, -92874.000000
1 selettiva (leggera) più casse a fila condivisa, 3, domenica, "[00:02:01; 00:02:11]", "[3.863839; 4.143018]", "[00:01:14; 00:04:34]", "[170.026304; 203.373696]", "[3561.404015; 3620.695985]", 10, -95643.000000
1 selettiva (leggera) più casse a fila condivisa, 4, lunedì, "[00:00:52; 00:00:59]", "[2.258701; 2.433354]", "[00:00:31; 00:01:55]", "[39.112495; 56.387505]", "[4084.800716; 4141.399284]", 10, -454522.000000
1 selettiva (leggera) più casse a fila condivisa, 4, martedì, "[00:00:40; 00:00:44]", "[1.937692; 2.057414]", "[00:00:15; 00:00:56]", "[12.287544; 20.612456]", "[3934.155351; 3987.744649]", 10, -455044.000000
1 selettiva (leggera) più casse a fila condivisa, 4, mercoledì, "[00:00:56; 00:01:02]", "[2.357897; 2.512041]", "[00:00:24; 00:01:31]", "[40.598166; 55.601834]", "[4162.401890; 4220.798110]", 10, -463732.000000
1 selettiva (leggera) più casse a fila condivisa, 4, giovedì, "[00:00:52; 00:00:58]", "[2.244255; 2.394677]", "[00:00:23; 00:01:25]", "[35.613886; 51.186114]", "[4144.265548; 4199.434452]", 10, -464182.000000
1 selettiva (leggera) più casse a fila condivisa, 4, venerdì, "[00:00:47; 00:00:52]", "[2.118416; 2.241702]", "[00:00:16; 00:00:59]", "[21.287044; 32.812956]", "[4112.035630; 4167.464370]", 10, -470140.000000
1 selettiva (leggera) più casse a fila condivisa, 4, sabato, "[00:00:39; 00:00:43]", "[1.914828; 2.027369]", "[00:00:13; 00:00:48]", "[13.193814; 22.106186]", "[3869.193558; 3919.606442]", 10, -446338.000000
1 selettiva (leggera) più casse a fila condivisa, 4, domenica, "[00:00:34; 00:00:39]", "[1.799598; 1.931716]", "[00:00:18; 00:01:07]", "[7.854340; 14.345660]", "[3561.404015; 3620.695985]", 10, -413866.000000
1 selettiva (leggera) più casse a fila condivisa, 5, lunedì, "[00:00:14; 00:00:16]", "[1.337337; 1.390919]", "[00:00:02; 00:00:11]", "[0.225635; 1.874365]", "[4084.800716; 4141.399284]", 10, -479942.000000
1 selettiva (leggera) più casse a fila condivisa, 5, martedì, "[00:00:10; 00:00:12]", "[1.245486; 1.281033]", "[00:00:01; 00:00:05]", "[-0.021454; 0.321454]", "[3934.155351; 3987.744649]", 10, -462224.000000
1 selettiva (leggera) più casse a fila condivisa, 5, mercoledì, "[00:00:15; 00:00:17]", "[1.357933; 1.403876]", "[00:00:02; 00:00:08]", "[0.390970; 2.809030]", "[4162.401890; 4220.798110]", 10, -489032.000000
1 selettiva (leggera) più casse a fila condivisa, 5, giovedì, "[00:00:14; 00:00:15]", "[1.331002; 1.374580]", "[00:00:02; 00:00:07]", "[0.194709; 0.905291]", "[4144.265548; 4199.434452]", 10, -487292.000000
1 selettiva (leggera) più casse a fila condivisa, 5, venerdì, "[00:00:12; 00:00:14]", "[1.290167; 1.329118]", "[00:00:01; 00:00:06]", "[-0.048902; 0.548902]", "[4112.035630; 4167.464370]", 10, -483620.000000
1 selettiva (leggera) più casse a fila condivisa, 5, sabato, "[00:00:10; 00:00:12]", "[1.240108; 1.276664]", "[00:00:01; 00:00:05]", "[-0.044050; 0.244050]", "[3869.193558; 3919.606442]", 10, -454268.000000
1 selettiva (leggera) più casse a fila condivisa, 5, domenica, "[00:00:09; 00:00:10]", "[1.207140; 1.243291]", "[00:00:01; 00:00:05]", "[-0.007461; 0.507461]", "[3561.404015; 3620.695985]", 10, -417776.000000
1 selettiva (leggera) più casse a fila condivisa, 6, lunedì, "[00:00:04; 00:00:05]", "[1.109180; 1.129039]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -477972.000000
1 selettiva (leggera) più casse a fila condivisa, 6, martedì, "[00:00:03; 00:00:04]", "[1.084824; 1.099432]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -459714.000000
1 selettiva (leggera) più casse a fila condivisa, 6, mercoledì, "[00:00:05; 00:00:05]", "[1.118255; 1.136982]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -487392.000000
1 selettiva (leggera) più casse a fila condivisa, 6, giovedì, "[00:00:04; 00:00:05]", "[1.109830; 1.126065]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -485022.000000
1 selettiva (leggera) più casse a fila condivisa, 6, venerdì, "[00:00:04; 00:00:05]", "[1.098851; 1.115516]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -481170.000000
1 selettiva (leggera) più casse a fila condivisa, 6, sabato, "[00:00:03; 00:00:04]", "[1.082939; 1.098939]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -451728.000000
1 selettiva (leggera) più casse a fila condivisa, 6, domenica, "[00:00:03; 00:00:03]", "[1.073016; 1.086252]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -415326.000000
1 selettiva (leggera) più casse a fila condivisa, 7, lunedì, "[00:00:01; 00:00:02]", "[1.041909; 1.050505]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -475372.000000
1 selettiva (leggera) più casse a fila condivisa, 7, martedì, "[00:00:01; 00:00:01]", "[1.033169; 1.040071]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -457114.000000
1 selettiva (leggera) più casse a fila condivisa, 7, mercoledì, "[00:00:01; 00:00:02]", "[1.045362; 1.053640]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -484792.000000
1 selettiva (leggera) più casse a fila condivisa, 7, giovedì, "[00:00:01; 00:00:02]", "[1.042251; 1.049097]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -482422.000000
1 selettiva (leggera) più casse a fila condivisa, 7, venerdì, "[00:00:01; 00:00:01]", "[1.038406; 1.045550]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -478570.000000
1 selettiva (leggera) più casse a fila condivisa, 7, sabato, "[00:00:01; 00:00:01]", "[1.032405; 1.039293]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -449128.000000
1 selettiva (leggera) più casse a fila condivisa, 7, domenica, "[00:00:01; 00:00:01]", "[1.028391; 1.033952]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -412726.000000
1 selettiva (leggera) più casse a fila condivisa, 8, lunedì, "[00:00:00; 00:00:00]", "[1.016369; 1.020792]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -596165.000000
1 selettiva (leggera) più casse a fila condivisa, 8, martedì, "[00:00:00; 00:00:00]", "[1.012561; 1.016511]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -573342.500000
1 selettiva (leggera) più casse a fila condivisa, 8, mercoledì, "[00:00:00; 00:00:00]", "[1.017788; 1.022203]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -607940.000000
1 selettiva (leggera) più casse a fila condivisa, 8, giovedì, "[00:00:00; 00:00:00]", "[1.016232; 1.019760]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -604977.500000
1 selettiva (leggera) più casse a fila condivisa, 8, venerdì, "[00:00:00; 00:00:00]", "[1.014946; 1.018787]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -600162.500000
1 selettiva (leggera) più casse a fila condivisa, 8, sabato, "[00:00:00; 00:00:00]", "[1.012269; 1.016020]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -563360.000000
1 selettiva (leggera) più casse a fila condivisa, 8, domenica, "[00:00:00; 00:00:00]", "[1.010661; 1.013403]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -517857.500000
1 selettiva (leggera) più casse a fila condivisa, 9, lunedì, "[00:00:00; 00:00:00]", "[1.006112; 1.008518]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -593565.000000
1 selettiva (leggera) più casse a fila condivisa, 9, martedì, "[00:00:00; 00:00:00]", "[1.004618; 1.006385]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -570742.500000
1 selettiva (leggera) più casse a fila condivisa, 9, mercoledì, "[00:00:00; 00:00:00]", "[1.006964; 1.009026]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -605340.000000
1 selettiva (leggera) più casse a fila condivisa, 9, giovedì, "[00:00:00; 00:00:00]", "[1.006180; 1.007604]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -602377.500000
1 selettiva (leggera) più casse a fila condivisa, 9, venerdì, "[00:00:00; 00:00:00]", "[1.005733; 1.007331]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -597562.500000
1 selettiva (leggera) più casse a fila condivisa, 9, sabato, "[00:00:00; 00:00:00]", "[1.004599; 1.006283]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -560760.000000
1 selettiva (leggera) più casse a fila condivisa, 9, domenica, "[00:00:00; 00:00:00]", "[1.003778; 1.005037]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -515257.500000
sperimentale_60_20_20, 4, lunedì, "[00:04:16; 00:04:26]", "[4.495418; 4.586803]", "[00:01:09; 00:04:16]", "[712.123193; 740.476807]", "[4084.800716; 4141.399284]", 10, 446180.000000
sperimentale_60_20_20, 4, martedì, "[00:04:11; 00:04:21]", "[4.429483; 4.515212]", "[00:01:00; 00:03:42]", "[646.212011; 671.687989]", "[3934.155351; 3987.744649]", 10, 405770.000000
sperimentale_60_20_20, 4, mercoledì, "[00:04:17; 00:04:29]", "[4.499436; 4.609866]", "[00:01:43; 00:06:21]", "[746.691408; 777.008592]", "[4162.401890; 4220.798110]", 10, 467510.000000
sperimentale_60_20_20, 4, giovedì, "[00:04:15; 00:04:28]", "[4.474660; 4.593121]", "[00:02:01; 00:07:27]", "[731.272874; 760.727126]", "[4144.265548; 4199.434452]", 10, 458000.000000
sperimentale_60_20_20, 4, venerdì, "[00:04:15; 00:04:27]", "[4.458182; 4.565655]", "[00:01:42; 00:06:17]", "[713.712956; 741.487044]", "[4112.035630; 4167.464370]", 10, 446960.000000
sperimentale_60_20_20, 4, sabato, "[00:04:09; 00:04:18]", "[4.406320; 4.489861]", "[00:00:52; 00:03:14]", "[622.468552; 645.731448]", "[3869.193558; 3919.606442]", 10, 390860.000000
sperimentale_60_20_20, 4, domenica, "[00:03:52; 00:04:02]", "[4.215345; 4.318667]", "[00:01:11; 00:04:23]", "[523.362172; 547.237828]", "[3561.404015; 3620.695985]", 10, 223848.500000
sperimentale_60_20_20, 5, lunedì, "[00:04:06; 00:04:16]", "[4.177623; 4.269192]", "[00:01:14; 00:04:35]", "[711.064921; 738.435079]", "[4084.800716; 4141.399284]", 10, 447850.000000
sperimentale_60_20_20, 5, martedì, "[00:04:03; 00:04:13]", "[4.175251; 4.260092]", "[00:01:01; 00:03:48]", "[645.926681; 671.373319]", "[3934.155351; 3987.744649]", 10, 408190.000000
sperimentale_60_20_20, 5, mercoledì, "[00:04:06; 00:04:19]", "[4.164615; 4.280868]", "[00:01:51; 00:06:52]", "[745.834294; 775.865706]", "[4162.401890; 4220.798110]", 10, 469510.000000
sperimentale_60_20_20, 5, giovedì, "[00:04:05; 00:04:19]", "[4.159161; 4.279714]", "[00:02:05; 00:07:42]", "[730.672019; 759.327981]", "[4144.265548; 4199.434452]", 10, 460000.000000
sperimentale_60_20_20, 5, venerdì, "[00:04:06; 00:04:18]", "[4.170146; 4.280499]", "[00:01:46; 00:06:33]", "[713.526567; 741.073433]", "[4112.035630; 4167.464370]", 10, 449380.000000
sperimentale_60_20_20, 5, sabato, "[00:04:01; 00:04:10]", "[4.159015; 4.238237]", "[00:00:52; 00:03:13]", "[622.249410; 645.350590]", "[3869.193558; 3919.606442]", 10, 393280.000000
